stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
43.025862,0,10618,-76.143488,,,,,E Colvin St & S State St,0,10618,
43.454013,0,3518,-76.524128,,,,,W Bridge St & John St,0,3518,
43.45388,0,3510,-76.527479,,,,,W Bridge St & W Seneca St,0,3510,
43.056833,0,1210,-76.197696,,,,,Chemung St & Avery Ave,0,1210,
43.453977,0,3515,-76.524239,,,,,W Bridge St & John St,0,3515,
43.093979,0,2681,-76.243383,,,,,State Fair Blvd & Winchell Dr,0,2681,
43.051789,0,14620,-76.278322,,,,,Knowell Rd & Richlee Dr,0,14620,
43.052604,0,14621,-76.278446,,,,,Knowell Rd & Milton Ave,0,14621,
43.049709,0,99,-76.152238,,,,,S Salina St & Washington St,0,99,
43.078703,0,13058,-75.223879,,,,,James St & Gibson Rd,0,13058,
43.077464,0,13059,-75.221181,,,,,James St & Sherman Center,0,13059,
43.08256,0,13052,-75.2306,,,,,James St & Clementian St,0,13052,
43.082187,0,13053,-75.229778,,,,,James St & Sulzer Pl,0,13053,
43.083271,0,13050,-75.232232,,,,,James St & Saint Agnes Ave,0,13050,
43.082934,0,13051,-75.23141,,,,,James St & Saint Jane Ave,0,13051,
43.07963,0,13056,-75.225705,,,,,James St & Depeyster Ave,0,13056,
43.079176,0,13057,-75.22481,,,,,James St & Madison Ave,0,13057,
43.08118,0,13054,-75.228126,,,,,James St & Harrison Ave,0,13054,
43.080647,0,13055,-75.227455,,,,,James St & Brookside Ave,0,13055,
43.158363,0,17829,-76.228634,,,,7990 OSWEGO RD,7990 Oswego Rd,0,17829,
43.139461,0,17828,-76.227144,,,,,Bayberry Plaza,0,17828,
43.128392,0,17827,-76.218783,,,,7376 OSWEGO RD,7376 Oswego Rd,0,17827,
43.092204,0,17826,-76.19299,,,,,Lemoyne Manor,0,17826,
43.082771,0,17825,-76.181256,,,,,150 Old Liverpool Rd,0,17825,
43.047115,0,17824,-76.209438,,,,,Westvale Church,0,17824,
43.04111,0,17823,-76.272703,,,,,W Genesee St & Entrance to Camillus Commons,0,17823,
43.016001,0,17822,-76.197046,,,,,Ball Rd & Town Hall/Sheriffs Office,0,17822,
43.013237,0,17821,-76.165794,,,,,South Ave & Cafe Garzone,0,17821,
43.006756,0,17820,-76.181748,,,,,Onondaga Rd & Onondaga Hill School,0,17820,
43.060771,0,1176,-76.148532,,,,,Lodi St & Ash St,0,1176,
43.061255,0,1174,-76.149532,,,,,Lodi St & John St,0,1174,
43.0369,0,1173,-76.168703,,,,,Dudley St & Delaware St,0,1173,
43.061175,0,1171,-76.149384,,,,,Lodi St & John St,0,1171,
43.065851,0,1179,-76.067219,,,,MCCOOL AVE & E YATES ST,McCool Ave & E Yates St,0,1179,
43.052531,0,7186,-76.154925,,,,,N Franklin St & W Willow St,0,7186,
43.230046,0,12833,-75.463874,,,,,Laurel St & Lee St,0,12833,
43.230961,0,12830,-75.465547,,,,,Laurel St & Bradford Dr,0,12830,
43.227788,0,12836,-75.459124,,,,,Laurel St & Kent St,0,12836,
43.03198,0,8019,-76.175407,,,,,S Geddes St & Grant Ave,0,8019,
43.032751,0,8018,-76.177171,,,,,Bellevue Ave & Arthur St,0,8018,
43.032698,0,8017,-76.178577,,,,,Bellevue Ave & Duane St,0,8017,
43.032662,0,8016,-76.179787,,,,,Bellevue Ave & Markland Ave,0,8016,
43.032592,0,8015,-76.181896,,,,,Bellevue Ave & Reed Ave,0,8015,
43.032548,0,8014,-76.183155,,,,,Bellevue Ave & Wolcott Ave,0,8014,
43.032512,0,8013,-76.184216,,,,,Bellevue Ave & Upland Rd,0,8013,
43.032459,0,8012,-76.185425,,,,,Bellevue Ave & Bungalow Ter,0,8012,
43.031225,0,8011,-76.188486,,,,,Bellevue Ave & Austin Ave,0,8011,
43.030716,0,8010,-76.189473,,,,,Bellevue Ave & Sunhill Ter,0,8010,
43.098583,0,7450,-76.081286,,,,,Old Collamer Rd & Collamer Cir,0,7450,
43.098744,0,7451,-76.081273,,,,,Collamer Cir & Old Collamer Rd,0,7451,
43.108396,0,13632,-75.256899,,,,,Whitesboro St & Andes Ave,0,13632,
43.051873,0,4733,-76.239177,,,,,Milton Ave & Cotton St,0,4733,
43.02648,0,10884,-76.212546,,,,,Bellevue Ave & Onondaga Blvd,0,10884,
43.029927,0,10885,-76.213704,,,,,Fay Rd & Henderson Pl,0,10885,
43.03059,0,10886,-76.213531,,,,,Fay Rd & Taunton Heights Dr,0,10886,
43.031332,0,10887,-76.212667,,,,,Fay Rd & Grand Ave,0,10887,
43.027024,0,10882,-76.205773,,,,,Winkworth Pky & Bellevue Ave,0,10882,
43.025442,0,10883,-76.211387,,,,,Bellevue Ae & Olmstead Pl,0,10883,
43.051408,0,4736,-76.240164,,,,,Milton Ave & Sawyer St,0,4736,
43.036021,0,10888,-76.165915,,,,,Delaware St & Holland St,0,10888,
43.03646,0,10889,-76.16705,,,,,Delaware St & Kellogg St,0,10889,
43.05173,0,4734,-76.239362,,,,,Milton Ave & Cotton St,0,4734,
43.041194,0,8290,-76.150843,,,,S SALINA ST & S WARREN ST,S Salina St & S Warren St,0,8290,
43.028713,0,2319,-76.029861,,,,,E Genesee St & McLennan Dr,0,2319,
43.034156,0,8293,-76.149335,,,,S SALINA ST & E RAYNOR AVE,S Salina & Sears Building,0,8293,
43.06172,0,6535,-76.108319,,,,,Sunnycrest Rd & Hillsdale Ave,0,6535,
43.061658,0,6533,-76.109528,,,,,Sunnycrest Rd & Woodbine Ave,0,6533,
43.052115,0,4739,-76.243669,,,,,Milton Ave & Melrose Ave,0,4739,
43.102246,0,15000,-75.23357,,,,,Broadway & Columbia St,0,15000,
43.028301,0,2308,-76.040731,,,,,E Genesee St & Marvelle Rd,0,2308,
43.087728,0,13618,-75.203408,,,,,Ontario St & Guelich St,0,13618,
43.08851,0,13619,-75.202754,,,,,Ontario St & Rutger St,0,13619,
43.028235,0,2301,-76.044815,,,,,E Genesee St & Lyndon Rd,0,2301,
43.085264,0,13615,-75.205495,,,,,Ontario St & Girard St,0,13615,
43.086065,0,13616,-75.204803,,,,,Ontario St & South St,0,13616,
43.08707,0,13617,-75.203973,,,,,Ontario St & Gardner St,0,13617,
43.078509,0,13610,-75.209486,,,,,Armory Dr & Matt Apartments,0,13610,
43.082444,0,13611,-75.207784,,,,,Albany St & Monroe St,0,13611,
43.056645,0,4723,-76.231697,,,,,Milton Ave & Brook St,0,4723,
43.059151,0,4722,-76.228056,,,,,Case St & Milton Ave,0,4722,
43.451608,0,16064,-76.51317,,,,,W Utica St & W 5th St,0,16064,
43.450958,0,16066,-76.515265,,,,,W Utica St & W 7th St,0,16066,
43.041919,0,5843,-76.119353,,,,,Westcott St & Dell St,0,5843,
43.453438,0,16061,-76.511985,,,,,W 3rd St & W Mohawk St,0,16061,
43.452185,0,16062,-76.511273,,,,,W 3rd St & W Utica St,0,16062,
43.062872,0,11280,-76.144209,,,,,Park St & Butternut St,0,11280,
43.061782,0,6539,-76.108084,,,,,Sunnycrest Rd & Hillsdale Ave,0,6539,
43.041444,0,5849,-76.119317,,,,,Westcott St & Harvard Pl,0,5849,
43.221165,0,17621,-75.44501,,,,,Linden St & East Ave,0,17621,
43.220024,0,17623,-75.44433,,,,,Linden St & Chatham St,0,17623,
43.218838,0,17625,-75.443849,,,,,Linden St & Lincoln Ave,0,17625,
43.101822,0,13531,-75.250781,,,,,Lenox Ave & Green St,0,13531,
43.102419,0,13530,-75.250315,,,,,Lenox Ave & Warren St,0,13530,
43.100657,0,13532,-75.251736,,,,,Lenox Ave & Knox St,0,13532,
43.098752,0,13535,-75.254481,,,,,City St & Maple St,0,13535,
43.098948,0,13534,-75.253095,,,,,Lenox Ave & Noyes St,0,13534,
43.097569,0,13537,-75.255436,,,,,City St & Oswego St,0,13537,
43.098138,0,13536,-75.254971,,,,,City St & Oak St,0,13536,
43.097747,0,13539,-75.257706,,,,,Ash St & Martin St,0,13539,
43.096955,0,13538,-75.255927,,,,,City St & Ash St,0,13538,
43.034727,0,3772,-76.191209,,,,,Price Chopper W Lights,0,3772,
43.136472,0,12871,-75.302524,,,,,Town Garage Main St EOL Whitesboro,0,12871,
43.05337,0,179,-76.152171,,,,,N Salina St & Herald Pl,0,179,
43.052484,0,178,-76.152197,,,,,N Salina St & E Willow St,0,178,
43.098089,0,13287,-76.139439,,,,,E Molloy Rd & Gordon Ave,0,13287,
43.104244,0,13286,-76.145136,,,,,Malden Rd & Brewerton Rd,0,13286,
43.052269,0,175,-76.152124,,,,,N Salina St & E Willow St,0,175,
43.051401,0,174,-76.152211,,,,,N Salina St & W Genesee St,0,174,
43.072071,0,8615,-76.163564,,,,,Wolf St & Carbon St,0,8615,
43.100054,0,18325,-76.145327,,,,,Brewerton Rd & Beley Ave,0,18325,
43.071606,0,16937,-76.128753,,,,,Brattle Rd & Mertens Ave,0,16937,
43.076823,0,8619,-76.160028,,,,,Wolf St & Grant Blvd,0,8619,
43.048154,0,7215,-76.170467,,,,,Erie Blvd W & N Geddes St,0,7215,
43.068436,0,16938,-76.128524,,,,,Brattle Rd & Kline St,0,16938,
43.067433,0,16939,-76.128452,,,,,Brattle Rd & Rugby Rd,0,16939,
43.064232,0,6217,-76.122681,,,,,Teall Ave & Melrose Ave,0,6217,
42.93944,0,12227,-76.549379,,,,,Franklin St & Elm St,0,12227,
43.063623,0,6215,-76.122633,,,,,Teall Ave & Eldorado St,0,6215,
43.030319,0,4656,-76.167834,,,,,Stolp Ave & Beverly Rd,0,4656,
42.944288,0,12222,-76.550941,,,,,Standart Ave & Grant Ave,0,12222,
43.062755,0,6211,-76.12256,,,,,Teall Ave & Shuart Ave,0,6211,
42.933458,0,16709,-76.554158,,,,,E Genesee St & Howard St,0,16709,
43.083677,0,6219,-76.113337,,,,,State Route 298 & Court St Rd,0,6219,
43.064241,0,6218,-76.122595,,,,,Teall Ave & Melrose Ave,0,6218,
43.323299,0,15708,-76.43691,,,,,Chateau West Apartments,0,15708,
43.460463,0,15878,-76.497077,,,,,Rte 104 & E 10th St,0,15878,
43.062043,0,6811,-76.085941,,,,,Thompson Rd & Burnet Ave,0,6811,
43.062303,0,6810,-76.086471,,,,,Thompson Rd & Burnet Ave,0,6810,
43.061031,0,6813,-76.092534,,,,,Burnet Ave & Clover Ridge Dr,0,6813,
43.460611,0,15873,-76.489716,,,,,Rte 104 & E 13th St,0,15873,
43.060995,0,6817,-76.093126,,,,,Burnet Ave & Hasbrouck St,0,6817,
43.060968,0,6816,-76.092719,,,,,Burnet Ave & Clover Ridge Dr,0,6816,
43.479595,0,9757,-76.314889,,,,,Route 104 & County Hwy 6,0,9757,
43.479456,0,9756,-76.323271,,,,,Route 104 & Boothe Rd,0,9756,
43.479238,0,9755,-76.328461,,,,,Route 104 & Soper Mills Rd,0,9755,
43.4791,0,9753,-76.333081,,,,,Route 104 & Albright Rd,0,9753,
43.478722,0,9752,-76.348714,,,,,Route 104 & Keefe Rd,0,9752,
43.478195,0,9751,-76.357468,,,,,Route 104 & Middle Rd,0,9751,
43.476982,0,9750,-76.361415,,,,,Route 104 & County Hwy 51,0,9750,
43.018349,0,10576,-76.130276,,,,,Jamesville Ave & Butler St,0,10576,
43.015742,0,10577,-76.128023,,,,,Jamesville Ave & Comstock Ave,0,10577,
43.473847,0,9759,-76.283717,,,,,Route 104 & County Route 44,0,9759,
43.475571,0,9758,-76.298184,,,,,Route 104 & Hasto Rd,0,9758,
43.055194,0,8842,-76.078576,,,,,Erie Blvd E @ 3130 Erie Blvd,0,8842,
43.0508,0,8843,-76.072614,,,,,3220 Erie Blvd E,0,8843,
43.231173,0,12248,-75.500438,,,,,Success Dr,0,12248,
43.107009,0,8915,-76.184271,,,,,Electronics Pkwy & Limestone Dr,0,8915,
43.034503,0,1769,-76.063809,,,,,Erie Blvd E & E Genesee St,0,1769,
43.038298,0,1763,-76.145714,,,,,Burt St & Oakwood Ave,0,1763,
43.042656,0,1760,-76.068538,,,,,Kinne Rd & Thompson Rd,0,1760,
43.075545,0,13176,-75.283285,,,,,Genesee St & Sunnyside Dr,0,13176,
43.002443,0,1546,-76.142807,,,,S SALINA ST & RONEY RD,S Salina St & Roney Rd,0,1546,
43.047953,0,14478,-76.179364,,,,,S Wilbur Ave & Tennyson Ave,0,14478,
43.047052,0,697,-76.21061,,,,,W Genesee St & Maple Rd,0,697,
43.047159,0,694,-76.20829,,,,,W Genesee St & Manchester Rd,0,694,
43.050965,0,11111,-76.170624,,,,,N Geddes St & Wilkinson St,0,11111,
43.050079,0,11110,-76.170674,,,,,N Geddes St & Richmond Ave,0,11110,
43.027457,0,11113,-76.158264,,,,,South Ave & Kirk Ave,0,11113,
43.056575,0,14472,-76.202546,,,,,Woods Rd & Freeman Ave,0,14472,
43.052169,0,14475,-76.247729,,,,,Milton Ave & Mackay Ave,0,14475,
43.052276,0,14474,-76.255418,,,,,Milton Ave & Gordon Pkwy,0,14474,
43.058874,0,14477,-76.196645,,,,,Milton Ave & Willis Ave,0,14477,
43.054693,0,14476,-76.234512,,,,,Milton AVe & Box Car Ln,0,14476,
43.169879,0,8710,-76.255617,,,,,Gaskin Rd & Henley Ct,0,8710,
43.169941,0,8711,-76.254393,,,,,Gaskin Rd  & Hialeah Ct,0,8711,
43.055724,0,11198,-76.139197,,,,,Lodi St & Wayne St,0,11198,
43.086147,0,13841,-75.253415,,,,,Greenwood Ct & Baker Ave,0,13841,
43.085745,0,13840,-75.252446,,,,,Greenwood Ct & Storrs Ave,0,13840,
43.0855,0,13843,-75.255499,,,,,Holland Ave & Parkside Ct,0,13843,
43.086603,0,13842,-75.254532,,,,,Greenwood Ct & Holland Ave,0,13842,
43.083311,0,13845,-75.257271,,,,,Holland Ave & Auburn Ave,0,13845,
43.084014,0,13844,-75.25673,,,,,Holland Ave & Van Vorst St,0,13844,
43.08162,0,13847,-75.258642,,,,,Holland Ave & Prospect St,0,13847,
43.082724,0,13846,-75.257774,,,,,Holland Ave & Emerson Ave,0,13846,
43.079896,0,13849,-75.260321,,,,,Oneida St & Bonnie Brae,0,13849,
43.080605,0,13848,-75.259446,,,,,Holland Ave & Ballantyne Brae,0,13848,
43.229033,0,5619,-76.138814,,,,,Brewerton Rd & Orangeport Rd,0,5619,
43.229105,0,5615,-76.138764,,,,,Brewerton Rd & Miller Rd,0,5615,
43.051157,0,11568,-76.127616,,,,,N Beech St & Canal St,0,11568,
43.03652,0,11560,-76.110343,,,,,Euclid Ave & Meadowbrook Dr,0,11560,
43.040321,0,11561,-76.106449,,,,,Meadowbrook Dr & Bradford Pky,0,11561,
43.040919,0,11562,-76.10493,,,,,Meadowbrook Dr & Brookford Rd,0,11562,
43.04124,0,11563,-76.103461,,,,,Meadowbrook Dr & Hatherly Rd,0,11563,
43.041436,0,11564,-76.102252,,,,,Meadowbrook Dr & Harrington Rd,0,11564,
43.041613,0,11565,-76.100931,,,,,Meadowbrook Dr & Hurlburt Rd,0,11565,
43.032202,0,16238,-76.146328,,,,,Dunbar Center,0,16238,
42.941668,0,16729,-76.479688,,,,,E Genesee St & Mandy Rue,0,16729,
42.94044,0,16728,-76.490267,,,,,E Genesee St & Swamp Rd,0,16728,
43.1189,0,2793,-76.282404,,,,,State Fair Blvd & Evans Dr,0,2793,
42.935769,0,16723,-76.529762,,,,,E Genesee St & Butera Dr,0,16723,
42.935358,0,16721,-76.533456,,,,,E Genesee St & John Smith Ave,0,16721,
42.939349,0,16727,-76.499443,,,,,E Genesee St & Beech Rd,0,16727,
42.938359,0,16726,-76.506807,,,,,E Genesee St & Pine Ridge Rd,0,16726,
42.938076,0,16725,-76.509196,,,,,E Genesee St & Town Hall Rd,0,16725,
42.936171,0,16724,-76.525796,,,,,E Genesee St & Walker Rd,0,16724,
43.06185,0,2514,-76.104504,,,,,S Midler Ave & Sunnycrest Rd,0,2514,
43.06407,0,2515,-76.104673,,,,,S Midler Ave & Glencove Rd,0,2515,
43.45407,0,3537,-76.522539,,,,,W Bridge St & Liberty St,0,3537,
43.109376,0,5054,-76.160246,,,,,Buckley Rd & Hopkins Rd,0,5054,
43.104856,0,5050,-76.161907,,,,,Buckley Rd & Homeview Dr,0,5050,
43.107174,0,5052,-76.160459,,,,,Buckley Rd & Vickery Rd,0,5052,
43.066949,0,10761,-76.093076,,,,,Clover Ridge Dr & Northcliffe Rd,0,10761,
43.075197,0,10763,-76.080737,,,,,Exeter St & Hazel Ave,0,10763,
43.069411,0,10762,-76.093293,,,,,Clover Ridge Dr & James St,0,10762,
43.075485,0,10765,-76.074798,,,,,Kirkville Rd & Washburn Dr,0,10765,
43.075424,0,10764,-76.076107,,,,,Kirkville Rd & Greentree Dr,0,10764,
43.075693,0,10767,-76.069773,,,,,Kirkville Rd & Stillwater Dr,0,10767,
43.075641,0,10766,-76.070946,,,,,Kirkville Rd & Longwood Dr,0,10766,
43.076384,0,10769,-76.064661,,,,,Kirkville Rd & Franklin Park,0,10769,
43.075763,0,10768,-76.068218,,,,,Kirkville Rd & Watertree Dr,0,10768,
43.062082,0,14862,-76.06755,,,,BRIDGE ST & E 2ND ST,Bridge St & E 2nd St,0,14862,
43.048489,0,14645,-76.196751,,,,,W Genesee St & Montrose Ave,0,14645,
43.084609,0,13070,-75.23499,,,,,James St & Brinckerhoff Ave,0,13070,
43.085019,0,13071,-75.235898,,,,,James St & Dudley Ave,0,13071,
43.085392,0,13072,-75.236745,,,,,James St & Seymour Ave,0,13072,
43.085784,0,13073,-75.237616,,,,,James St & Neilson Ave,0,13073,
43.086185,0,13074,-75.238523,,,,,James St & Howard Ave,0,13074,
43.086622,0,13075,-75.239505,,,,,James St & Miller St,0,13075,
43.086953,0,13076,-75.240512,,,,,James St & West St,0,13076,
43.087265,0,13077,-75.241533,,,,,James St & Steuben St,0,13077,
43.088003,0,13078,-75.243189,,,,,James St & High St,0,13078,
43.089002,0,13079,-75.243915,,,,,Elm St & Lexington Ave,0,13079,
43.079194,0,18099,-76.215433,,,,,Orange Lot 2,0,18099,
43.076704,0,18098,-76.213101,,,,,Orange Lot 1,0,18098,
43.039481,0,18093,-76.018303,,,,,Medical Center Dr & AmeriCU,0,18093,
43.039534,0,18092,-76.018254,,,,,Medical Center Dr & Town Center Resort Lifestyle Community e,0,18092,
43.15226,0,18091,-76.35262,,,,,Crego Rd & Walgreens,0,18091,
43.151873,0,18090,-76.342881,,,,,Downer St & Ford St,0,18090,
43.216215,0,18097,-75.461756,,,,,Court St & Madison St,0,18097,
43.215154,0,18096,-75.459516,,,,,Court St & George St,0,18096,
43.21413,0,18095,-75.457413,,,,,Court St & Washington St,0,18095,
43.126985,0,10185,-76.169724,,,,,Cedarpost Rd & Harvest Ln,0,10185,
43.119629,0,10187,-76.161221,,,,,North Medical Center,0,10187,
43.126931,0,10186,-76.169885,,,,,Harvest Ln & Cedarpost Rd,0,10186,
43.025482,0,10189,-76.127772,,,,,Comstock Lot,0,10189,
43.067249,0,1154,-76.154769,,,,,Park St & Kirkpatrick St,0,1154,
43.061969,0,1157,-76.218884,,,,,Milton Ave & Cogswell Ave,0,1157,
43.028504,0,1151,-76.214494,,,,,Bellevue Ave & Fay Rd,0,1151,
43.06732,0,1152,-76.155078,,,,,Park St & Kirkpatrick St,0,1152,
43.06489,0,8035,-76.148934,,,,,Park St & Mary St,0,8035,
43.064522,0,8034,-76.147996,,,,,Park St & E Division St,0,8034,
43.065912,0,8036,-76.151389,,,,,Park St & Pond St,0,8036,
43.058543,0,8033,-76.149893,,,,,N Townsend St & Butternut St,0,8033,
43.06028,0,8032,-76.149792,,,,,Ash St & N McBride St,0,8032,
43.073825,0,8039,-76.148884,,,,,Grant Blvd & Culbert St,0,8039,
43.217208,0,12859,-75.467559,,,,,W Liberty St & Kossuth St,0,12859,
43.059667,0,8529,-76.212751,,,,,Woods Rd & 4th St,0,8529,
43.060133,0,8528,-76.214257,,,,,3rd St & Stanton Ave,0,8528,
43.218953,0,12851,-75.467316,,,,,Expense St & W Court St,0,12851,
43.06007,0,8522,-76.215417,,,,,3rd St & Gertrude Ave,0,8522,
43.060195,0,8521,-76.214034,,,,,3rd St & Stanton Ave,0,8521,
43.060017,0,8527,-76.215664,,,,,3rd St & Gertrude Ave,0,8527,
43.061978,0,8525,-76.21923,,,,,Milton Ave & China Towne,0,8525,
43.059892,0,8524,-76.217404,,,,,3rd St & King Ave,0,8524,
43.011012,0,4295,-76.157323,,,,,Valley Dr & Wente Ter,0,4295,
43.012883,0,4290,-76.158332,,,,,Valley Dr & Maurice Ave,0,4290,
43.012015,0,4293,-76.157853,,,,,Valley Dr & Marvin Rd,0,4293,
43.061125,0,6204,-76.12239,,,,,Teall Ave & Boyden St,0,6204,
43.062092,0,6205,-76.122549,,,,,Teall Ave & Mariposa St,0,6205,
43.052071,0,4743,-76.244891,,,,,Milton Ave & Gillespie Ave,0,4743,
43.052124,0,4742,-76.244656,,,,,Milton Ave & Gillespie Ave,0,4742,
43.052071,0,4740,-76.243916,,,,,Milton Ave & Melrose Ave,0,4740,
43.456329,0,16002,-76.474569,,,,,E Albany St & City Line Rd,0,16002,
43.458036,0,16000,-76.487013,,,,,Oswego Plaza & E Albany St,0,16000,
43.458491,0,16001,-76.483539,,,,,E Albany St & Jimmy Shampine Dr,0,16001,
43.039716,0,5869,-76.119172,,,,,Westcott St & Concord Pl,0,5869,
43.011242,0,5868,-76.131164,,,,,Ainsley Dr & Game Rd,0,5868,
43.456191,0,16004,-76.471428,,,,,Beech Dr & Birch Ln,0,16004,
43.454877,0,16005,-76.475172,,,,,Birch Ln & City Line Rd,0,16005,
43.450621,0,16008,-76.480545,,,,,East Ave & Talisman Ter,0,16008,
43.450977,0,16009,-76.482234,,,,,East Ave & Christopher Cir,0,16009,
43.138361,0,5862,-76.128577,,,,,N Main St & Gertrude St,0,5862,
43.308615,0,17358,-76.153045,,,,,Hungry Lane Rd & County Route 4,0,17358,
43.234971,0,17609,-75.440035,,,,,N James St & Dunham Rd,0,17609,
43.218821,0,17606,-75.452757,,,,,Valentine Apartments - Rome,0,17606,
43.224782,0,17605,-75.483829,,,,,Rome Westgate Plaza,0,17605,
43.047038,0,2182,-76.127549,,,,E GENESEE ST & BEECH ST,E Genesee St & S Beech St,0,2182,
43.047072,0,2186,-76.125451,,,,,E Genesee St & Maple St,0,2186,
43.047019,0,2184,-76.125686,,,,,E Genesee St & Maple St,0,2184,
43.060537,0,4606,-76.218675,,,,,Cogswell Ave & 2nd St,0,4606,
43.102608,0,13516,-75.231836,,,,,LaFayette St & Washington St,0,13516,
43.046883,0,2188,-76.123638,,,,,E Genesee St & Cherry St,0,2188,
43.061208,0,4602,-76.218724,,,,,Cogswell Ave & 1st St,0,4602,
43.095723,0,13512,-75.219291,,,,,Mohawk St & Blandina St,0,13512,
43.09493,0,13511,-75.219748,,,,,Mohawk St & Lansing St,0,13511,
43.094137,0,13510,-75.220192,,,,,Mohawk St & Rutger St,0,13510,
42.937561,0,12420,-76.585643,,,,,N Division St & Cottage St,0,12420,
42.93927,0,12421,-76.58575,,,,,N Division St & Perrine St,0,12421,
43.065543,0,6453,-76.160388,,,,,Court St & Sunset Ave,0,6453,
43.063032,0,6209,-76.122523,,,,,Teall Ave & Mooney Ave,0,6209,
43.053223,0,6904,-76.125687,,,,,Burnet Ave & Vine St,0,6904,
43.053348,0,6903,-76.125403,,,,,Burnet Ave & Vine St,0,6903,
43.029705,0,153,-76.147269,,,,S SALINA ST & KIRK AVE,S Salina St & Kirk Ave,0,153,
43.042635,0,8684,-76.253232,,,,,4914 W Genesee St,0,8684,
43.028774,0,156,-76.146777,,,,,S Salina St & McLennan Ave,0,156,
43.027923,0,159,-76.146384,,,,S SALINA ST & E BORDEN AVE,S Salina St & E Borden Ave,0,159,
43.065435,0,6456,-76.160314,,,,,Sunset Ave & Court Street,0,6456,
43.028395,0,4824,-76.185503,,,,,Velasko Rd & Ethel St,0,4824,
42.942322,0,12428,-76.58611,,,,,Allen St & N Division St,0,12428,
43.072084,0,8135,-76.105545,,,,,N Midler Ave & 255 N Midler Ave,0,8135,
43.036341,0,7998,-76.128271,,,,,Euclid Ave & Ostrom Ave,0,7998,
43.070947,0,8136,-76.105498,,,,,N Midler Ave & Tyson Pl,0,8136,
43.07506,0,13910,-75.266193,,,,,Oneida St & Marlboro Rd,0,13910,
43.444128,0,16115,-76.512731,,,,,Ellen St & W 7th St,0,16115,
43.444204,0,16116,-76.510646,,,,,Ellen St & W 5th St,0,16116,
43.059842,0,6187,-76.129416,,,,,Sedgwick St & Elm St,0,6187,
43.00814,0,6184,-76.147461,,,,,Midland Ave & 3309 Midland Ave,0,6184,
43.314865,0,15716,-76.422045,,,,,W Broadway & W 4th St S,0,15716,
43.019569,0,6189,-76.123304,,,,,Small Rd & Chinook Rd,0,6189,
43.465428,0,15866,-76.430437,,,,,Rte 104 & Creamery Rd,0,15866,
43.129806,0,5931,-76.133645,,,,,S Main St & Sandra Ln,0,5931,
43.466973,0,15861,-76.399315,,,,,Rte 104 & Duke Rd,0,15861,
43.064663,0,7236,-76.076628,,,,W MANLIUS ST & KINNE ST,W Manlius St & Kinne St,0,7236,
43.064807,0,7237,-76.076751,,,,KINNE ST & W MANLIUS ST,Kinne St & W Manlius St,0,7237,
43.050144,0,7234,-76.16037,,,,,Erie Blvd W & Plum St,0,7234,
43.064349,0,7232,-76.075518,,,,W MANLIUS ST & CHARLES ST,W Manlius St & Charles St,0,7232,
43.049501,0,7230,-76.163086,,,,,Erie Blvd W & Leavenworth Ave,0,7230,
